techs,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,Electricity_demand,EV_electricity_demand,EV_electricity_demand
nodes,R1,R2,R3,R4,R5,R6,C1,C2,R1,R2
2021-01-01 00:00:00,0.7716059065874108,0.5215698755342342,0.6617806923267288,0.8223078188871015,0.8401686318768856,0.6760316251261891,1.0725253137448583,0.8124624095627806,0.0,0.0
2021-01-01 01:00:00,0.6640782048614067,0.47313242778754877,0.4658316744896056,0.6734028803134853,0.7576328258087112,0.6156896334807584,0.7599852561529834,0.7184761576310786,0.0,0.0
2021-01-01 02:00:00,0.5381613149843727,0.37465475808277166,0.47537016661585485,0.530895352886595,0.6190643403456192,0.5178412982816507,0.9791623202679812,0.7917989283891934,0.0,0.0
2021-01-01 03:00:00,0.4500466303140112,0.3080476174206591,0.39170206449489137,0.4326749586984166,0.4925760604269666,0.3992212263596208,0.666437472616841,0.666437472616841,0.0,0.0
2021-01-01 04:00:00,0.42370601649488904,0.30229027694885746,0.3634505292244278,0.40511548018085985,0.4581284789820299,0.3717145308764309,0.666437472616841,0.666437472616841,0.0,0.0
2021-01-01 05:00:00,0.5078370355766166,0.34327069774294877,0.3507662119539762,0.4450660345819,0.6007505070904172,0.43375538139410114,0.807999069176163,0.666437472616841,0.0,0.0
2021-01-01 06:00:00,0.8193229947529752,0.4466490025484786,0.5666873008736596,0.6316178717340188,0.7117906694934075,0.5789612597647372,0.666437472616841,0.666437472616841,0.0,0.0
2021-01-01 07:00:00,0.8184032586354435,0.5532128310116946,0.701849737135085,0.7946264109866653,0.884865405640958,0.7169869368502809,1.10533735776525,0.8892070588957061,0.0,0.0
2021-01-01 08:00:00,0.6941345783827301,0.535856054372491,0.6799102566095319,0.8923754470023529,0.8570834329191717,0.6945870686622646,1.3015584274418073,1.3403374084966981,0.0,0.0
2021-01-01 09:00:00,0.900647274845151,0.6140349780020103,0.7724902394501842,0.8271294475288417,0.9543681558172534,0.7885222936322279,1.8475773398285613,1.4838530847607811,0.0,0.0
2021-01-01 10:00:00,0.9132299604010284,0.6206063718466136,0.7831348121148138,0.8728106018452896,0.9850376597236215,0.8002347295136442,1.9228882221088446,1.4784830403721942,0.0,0.0
2021-01-01 11:00:00,0.9576947664632078,0.6486314894352639,0.8213202287560373,0.9154218435850763,1.0353611848445903,0.9084037003154876,1.4566207162989604,1.4566207162989604,0.0,0.0
2021-01-01 12:00:00,1.0354048127683357,0.6884578896992503,0.8734746682243465,1.0932256932080087,1.034310136814242,0.8923273853907335,1.9025959278206919,1.5305668928400658,0.0,0.0
2021-01-01 13:00:00,0.9610470824132802,0.700412938484088,0.8688579552625213,1.0627885119754221,1.0804343761383557,0.9002419612194643,2.0385076593104174,1.4769749170911532,0.0,0.0
2021-01-01 14:00:00,0.9931816027638107,0.671322835027383,0.8517663465789467,0.9493405001072911,1.0733020209109227,0.8701174103536685,1.6829114823136153,1.3538245297940668,0.0,0.0
2021-01-01 15:00:00,1.0657014251331818,0.7201118868788721,0.9139469591201769,1.0216260400416484,1.1521062843763947,0.933661677561327,1.2252216091675139,0.9717456889185123,0.0,0.0
2021-01-01 16:00:00,1.0762800461962927,0.7275607554107145,0.9091954942811918,1.0288677879149948,1.1636023386892722,1.11726508459127,1.4311119034582718,1.150821867543413,0.0,0.0
2021-01-01 17:00:00,1.1860189370286782,0.7854573971346448,1.0680794441055756,1.1333212600524598,1.2811648821192392,1.0382395589409912,1.405533557656234,1.1106322964304765,0.0,0.0
2021-01-01 18:00:00,1.342384112133577,0.9075799559135035,1.1514932419927375,1.2833919688245594,1.4517201523903414,1.1613344608689737,1.3550290552102642,1.0292558977638473,0.0,0.0
2021-01-01 19:00:00,1.4633692025533864,1.039331637370989,1.1641884269401348,1.3874106686247332,1.5716449852863008,1.2736050260399356,1.1630772304559336,0.666437472616841,0.0,0.0
2021-01-01 20:00:00,1.484216337678441,1.002757380781239,1.2728460872438754,1.4187239096009043,1.453506060455128,1.300687670523394,1.348620372964502,1.08575300003091,0.0,0.0
2021-01-01 21:00:00,1.453506060455128,0.99270741569279,1.1231665594701685,1.4047288334192696,1.5887734497419146,1.2874323063178565,1.1015400158330926,0.92042794389904,0.0,0.0
2021-01-01 22:00:00,1.2438433968506224,1.0389275913607918,1.171326775160923,1.1886159281722488,1.3443334951350814,1.089436936849404,0.8357189979535402,0.666437472616841,0.0,0.563604390788723
2021-01-01 23:00:00,0.9256328769206167,0.6636959169470329,0.8375417815659587,0.9876119306887859,1.0557890042355758,0.9051026634659602,0.666437472616841,0.666437472616841,0.0,1.7007009686957961
2021-01-02 00:00:00,0.7821897899357283,0.5287163357031313,0.6707916309676072,0.8476660910174512,0.8455660387642555,0.6852137047122794,0.9626247327229926,0.7737909177530095,0.0,0.0
2021-01-02 01:00:00,0.7041366094121327,0.3995410342777673,0.6018868937245478,0.6729681673029718,0.7612163896291038,0.6169764510706887,0.9088918430222479,0.666437472616841,0.0,0.0
2021-01-02 02:00:00,0.5626199776066195,0.4380912532543353,0.4820067200494906,0.5381566400342681,0.6087737745203015,0.4923077896808493,0.7737500247937289,0.666437472616841,2.0709000632770205,0.0
2021-01-02 03:00:00,0.4708844699217361,0.31815978465825884,0.40367318984778144,0.4499108273641016,0.5088437546384602,0.4123725887458041,0.666437472616841,0.666437472616841,0.0,0.0
2021-01-02 04:00:00,0.4069788838493801,0.29697720900906077,0.3772239823166896,0.4199256469651311,0.47481609406072794,0.38476767877045165,0.666437472616841,0.666437472616841,0.0,0.0
2021-01-02 05:00:00,0.47135051340369966,0.3479803550014929,0.44149652527521027,0.49209236426221575,0.5564613300442041,0.4510075807442041,0.6990964743144227,0.666437472616841,0.0,0.0
2021-01-02 06:00:00,0.667793945776795,0.44325166350659884,0.36630584794612675,0.6383003173967593,0.7219156424160338,0.5850297553441174,0.6771874254596332,0.666437472616841,0.0,0.0
2021-01-02 07:00:00,0.8262515229468692,0.557887824622646,0.7806836392700549,0.7889701999293841,0.9082453294592352,0.7232311662562682,1.1165117996371512,0.8983741100201551,0.0,0.0
2021-01-02 08:00:00,0.7997890815891697,0.5406389831681765,0.6859457487023229,0.7680929149357614,0.8604949372180732,0.7007179967764497,1.6774367696682013,1.3494474426323921,0.0,0.0
2021-01-02 09:00:00,0.7422303978223287,0.6018250327043708,0.7635808909951354,0.8512026452877539,1.034879626421406,0.7800381649144366,1.4566207162989604,1.5042806233383506,0.0,0.0
2021-01-02 10:00:00,0.9203996667790966,0.6221512688309841,0.7893390691153591,0.8797624701824196,1.019019907630371,0.8576645604626157,1.9340057359821572,1.487833913540648,0.5852586647506056,0.0
2021-01-02 11:00:00,0.9650251930379362,0.6523217702638829,0.8275391444146412,0.923477630988309,1.0375034065715727,0.8454114756983697,2.0558014121245956,1.6540806991697898,5.169933188908628,0.0
2021-01-02 12:00:00,1.0259971104792567,0.6935245053043106,0.8801837466665009,0.980737979175513,1.109155649960271,0.923448196996195,1.91314249858078,1.539072936869642,0.0,0.0
2021-01-02 13:00:00,1.051644339614425,0.7072993426880586,0.8037418932981368,1.0007049530990653,1.1311538026916852,0.917039552324059,1.7747667885612692,1.4852668250707373,0.7289283454200819,0.0
2021-01-02 14:00:00,1.0030165962834778,0.6824977089959835,0.8607893601967028,0.9606792761654107,1.0899008356683435,0.8755503589249453,1.6965743127181003,1.4566207162989604,0.0,0.0
2021-01-02 15:00:00,1.0744722465504322,0.7228667663542343,0.9233824629261956,1.0291732891806318,1.145072904012662,0.9450413139489992,1.2274846538329665,0.9984877304593635,0.0,0.0
2021-01-02 16:00:00,1.1308185045518084,0.7353768290124095,0.9329567933702416,1.03975822162414,1.1761092975681795,0.9529308034496621,1.37976767595389,1.156855636193304,0.0,0.0
2021-01-02 17:00:00,1.21467658980267,0.7159849431663032,1.0268649514865322,1.136669721739523,1.2941056621294313,1.048768600615746,1.2420968174957367,1.123882461632704,0.0,0.0
2021-01-02 18:00:00,1.3749429366114245,0.9228839943937284,1.1708353615711369,1.3201370766470888,1.4913016329280226,1.1961974464357514,1.2882577543871483,1.0400141593218952,2.4407036460050597,0.0
2021-01-02 19:00:00,1.4668073870931242,0.9915054798904513,1.2579188360969262,1.4327302885225235,1.5857526755578932,1.285096732688767,1.199269399853575,0.964745790610711,1.564842647126725,0.0
2021-01-02 20:00:00,1.4978180170065254,1.0155949786703926,1.2845219956280909,1.4317079210342087,1.453506060455128,1.3122766256266867,1.4023195917524058,1.121606358154639,0.0,0.0
2021-01-02 21:00:00,1.453506060455128,1.0021135092374058,1.2737484307276634,1.4178119967078284,1.5978225948278106,1.2995425470324267,1.3644881829392737,1.1914867282166612,0.0,0.0
2021-01-02 22:00:00,1.2575173520147582,0.8499843432049305,1.078457230182317,1.2019217250829657,1.3594887914951197,1.043976012431826,0.9893705108620768,0.7961424098974829,0.0,0.0
2021-01-02 23:00:00,0.9237521992719087,0.6267270423608862,0.8498168419575474,0.947109019265282,1.1293924905202684,0.8680854415108802,0.666437472616841,0.666437472616841,0.0,0.0
2021-01-03 00:00:00,0.7999618293012855,0.7923180426403971,0.6801751437517451,0.8251854939163017,0.8647702838994145,0.6910897857526443,1.020746143833088,0.666437472616841,0.0,0.0
2021-01-03 01:00:00,0.721962494750162,0.4815015456135525,0.5249085314936772,0.6808513553110338,0.7699471595385415,0.6240813389886976,1.2775505138581613,1.0422872312016056,0.0,0.0
2021-01-03 02:00:00,0.5775407769664638,0.3789577194017023,0.49526948230424206,0.5520196053691427,0.6246206174229562,0.50595686616064,0.9650525426825839,0.7562022940430279,0.0,0.0
2021-01-03 03:00:00,0.5190533364454993,0.33471988374915107,0.42350686045633623,0.475194933111742,0.5499821161696635,0.43350913966942667,0.704476854416513,0.666437472616841,0.0,0.0
2021-01-03 04:00:00,0.5239910211190992,0.3080446530593195,0.3967437628532011,0.44249469534834723,0.5004511671390884,0.40557149249344704,0.666437472616841,0.666437472616841,0.0,0.0
2021-01-03 05:00:00,0.5301885623283773,0.35668232769290015,0.45572598178104257,0.506785770014749,0.5591502737385219,0.481343708698302,0.8791705777951114,0.7105285753494198,0.0,0.0
2021-01-03 06:00:00,0.6834101884597888,0.4618263437504338,0.5877709056142759,0.6531144501761382,0.7386038507625114,0.598587830479168,0.8628268840034691,0.693873796653553,0.0,0.0
2021-01-03 07:00:00,0.8409538949531141,0.5860295420719542,0.7210812864310286,0.7172727030632238,0.7875003285772239,0.7368069168160376,1.3053662168195668,0.9019117222846651,0.0,1.137096577907073
2021-01-03 08:00:00,0.8154799988876044,0.5564305977844319,0.660303268675732,0.7382412346189355,0.9702578761599119,0.8654986140331566,1.876388240591527,1.5035273779354172,0.0,4.76591783088008
2021-01-03 09:00:00,0.8889867261637541,0.6038636955852744,0.882343807955621,0.7223705028003485,0.9613859144515648,0.7788290960558257,2.0559589603161927,1.6540301052935305,0.0,0.0
2021-01-03 10:00:00,0.9367149114031394,0.6331749900346528,0.8029660295610992,0.8953687993608135,1.0126561604750288,0.8206636286519888,2.1349673939217366,1.7174972031947342,0.0,0.0
2021-01-03 11:00:00,0.9812416457225107,0.6637825716165066,0.8414735945618604,0.9378583688004253,1.1117565853457978,0.9165131606547569,1.4566207162989604,1.4566207162989604,0.0,0.0
2021-01-03 12:00:00,1.0419073954607216,0.7043259340147949,0.893597718046623,1.0280189136786388,1.1266193265319333,0.9124196604357137,2.1517927321603914,1.7310333452199664,0.0,0.46472642749245585
2021-01-03 13:00:00,1.059696203540074,0.7162678310417346,0.9119258223582676,1.0129156498692258,1.1456385937396965,0.9304326663866035,2.088234362977608,1.6799638709009757,2.708168536721463,0.9393406513145385
2021-01-03 14:00:00,1.0167968818430033,0.8579560971934966,0.871993706719823,0.9720281308543292,1.1002156789999895,0.8605357411871867,1.9371364298316363,1.1603351625982756,3.9785526091519037,0.0
2021-01-03 15:00:00,1.004792157758185,0.7355708661388025,0.7471539330593809,1.0413430920027325,1.1981379640390666,0.9542865023951634,1.179879110886576,1.3607212202725592,0.0,0.0
2021-01-03 16:00:00,1.0809686266281806,0.742531106473085,1.018899124243086,1.051731548000493,1.1475955616697653,0.9638569400137944,1.6918260070300426,1.356718663060258,3.96698388744624,0.0
2021-01-03 17:00:00,1.235024970637943,0.8172267601779424,1.0370384280052738,1.1561475681318005,1.3071891507264892,1.0688828601870857,1.4771347612290586,1.4258699989774393,0.1866815947033525,2.916899917239883
2021-01-03 18:00:00,1.387077864187091,0.9375698508137639,1.0280858234076216,1.3250203032936236,1.6194728582995017,1.215206777396983,1.538720151173177,1.2378447684401075,0.0,0.9788918366330454
2021-01-03 19:00:00,1.466352514843454,1.0675496717987083,1.2678149361979105,1.4143180608172659,1.5982182451101443,1.4306780872708853,1.4489983594590572,1.1607032269176292,0.0,0.0
2021-01-03 20:00:00,1.453506060455128,1.0197684602851664,1.1979932343866306,1.4421010055094312,1.453506060455128,1.453506060455128,1.3404173859373103,1.1841944537040707,0.0,0.0
2021-01-03 21:00:00,1.4934768274894252,0.9856224210322166,1.2573088085023698,1.4293011888900533,1.6145554208664463,1.3042589576558639,1.5686863905094983,1.3302937013945457,0.0,0.0
2021-01-03 22:00:00,1.2670862095635356,0.8605110038983292,1.0790134404790104,1.1200374951295247,1.3697593246450737,1.110820534364322,1.1361145546053424,1.2482609646504708,0.0,0.0
2021-01-03 23:00:00,0.9822768624021558,0.5811302615992987,0.8265453239831096,0.9556904567530923,1.0808693857827592,0.8759445992075223,0.934718459524767,0.666437472616841,0.0,0.0
2021-01-04 00:00:00,0.8105279778981063,0.5475836986734417,0.6857017386532801,0.7667498110652248,0.8922613378775905,0.6727104221160474,1.0196847244931693,0.820870536722864,0.0,0.0
2021-01-04 01:00:00,0.7573828702277352,0.48152542661924785,0.6142492218289826,0.680956758231128,0.9472338586266214,0.6205676799107961,1.0316476390199874,0.666437472616841,0.0,0.0
2021-01-04 02:00:00,0.5840979917111302,0.3947383674630486,0.5009844130288063,0.5583372417750813,0.6779244776185177,0.4870460680786128,0.9717661952193203,0.666437472616841,0.0,0.0
2021-01-04 03:00:00,0.49863535343430276,0.34288977533324805,0.4350026873498982,0.48512406438514505,0.5484608915584858,0.44406733452287983,0.666437472616841,0.666437472616841,0.0,0.0
2021-01-04 04:00:00,0.4764818604562115,0.3220767600269884,0.40863801948864503,0.4555710024389312,0.514992625147865,0.4297760585256152,0.8637732538891943,0.6948751070908041,0.0,0.0
2021-01-04 05:00:00,0.49464018734975773,0.36167922642359956,0.4588853779257072,0.5114602722022228,0.5784603914641007,0.4309792312912746,0.8141199591995143,0.7663101225155983,0.0,0.0
